SpecName,AverageFruitLength_cm,armature,armature_leaf,armature_stem,Fruit_size_binary
Calamus_myriocladus,NA,1,1,0,NA
Calamus_nagbettai,1.6,1,1,0,0
Calamus_nambariensis,2.4,1,1,0,0
Calamus_nannostachys,NA,1,1,0,NA
Calamus_nanodendron,2.82,1,1,0,0
Calamus_neelagiricus,1,1,1,0,0
Calamus_nematospadix,0.7,1,1,0,0
Calamus_nicobaricus,NA,1,1,0,NA
Calamus_nielsenii,NA,1,1,0,NA
Calamus_nigricans,NA,1,1,0,NA
Calamus_occidentalis,1.85,1,1,0,0
Calamus_oligostachys,0.7,1,1,0,0
Calamus_opacus,0.94,1,1,0,0
Calamus_optimus,1.4,1,1,0,0
Calamus_ornatus,3,1,1,0,0
Calamus_orthostachyus,1.33,1,1,0,0
Calamus_ovoideus,1.6,1,1,0,0
Calamus_oxleyanus,1.2,1,1,0,0
Calamus_oxycarpus,3,1,1,0,0
Calamus_pachypus,1.25,1,1,0,0
Calamus_pachystachys,1.1,1,1,0,0
Calamus_pachystemonus,0.5,1,1,0,0
Calamus_padangensis,NA,1,1,0,NA
Calamus_palustris,1.5,1,1,0,0
Calamus_pandanosmus,1.5,1,1,0,0
Calamus_papuanus,NA,1,1,0,NA
Calamus_parvulus,NA,1,1,0,NA
Calamus_paspalanthus,1.775,1,1,0,0
Calamus_paucijugus,NA,1,1,0,NA
Calamus_paulii,0.8,1,1,0,0
Calamus_pedicellatus,NA,1,1,0,NA
Calamus_penicillatus,NA,1,1,0,NA
Calamus_perakensis,0.95,1,1,0,0
Calamus_peregrinus,2,1,1,0,0
Calamus_pholidostachys,1.53,1,1,0,0
Calamus_pilosellus,0.7,1,1,0,0
Calamus_pilosissimus,NA,1,1,0,NA
Calamus_pisicarpus,NA,1,1,0,NA
Calamus_platyspathus,0.8,1,1,0,0
Calamus_plicatus,NA,1,1,0,NA
Calamus_poensis,NA,1,1,0,NA
Calamus_pogonacanthus,0.8,1,1,0,0
Calamus_poilanei,2,1,1,0,0
Calamus_polycladus,NA,1,1,0,NA
Calamus_polystachys,0.77,1,1,0,0
Calamus_praetermissus,1.15,1,1,0,0
Calamus_prasinus,NA,1,1,0,NA
Calamus_prattianus,NA,1,1,0,NA
Calamus_pseudofeanus,1.5,1,1,0,0
Calamus_pseudomollis,NA,1,1,0,NA
Calamus_pseudorivalis,1.5,1,1,0,0
Calamus_pseudotenuis,1.5,1,1,0,0
Calamus_pseudoulur,2.2,1,1,0,0
Calamus_pseudozebrinus,NA,1,1,0,NA
Calamus_psilocladus,0.8,1,1,0,0
Calamus_pulaiensis,NA,1,1,0,NA
Calamus_pulcher,NA,1,1,0,NA
Calamus_pycnocarpus,2.745,1,1,0,0
Calamus_pygmaeus,0.75,1,1,0,0
Calamus_quinquenervius,1.95,1,1,0,0
Calamus_radiatus,1.2,1,1,0,0
Calamus_radicalis,0.9,1,1,0,0
Calamus_radulosus,NA,1,1,0,NA
Calamus_ramulosus,NA,1,1,0,NA
Calamus_reinwardtii,NA,1,1,0,NA
Calamus_renukae,2,1,1,0,0
Calamus_reticulatus,NA,1,1,0,NA
Calamus_reyesianus,2,1,1,0,0
Calamus_rhabdocladus,1.4,1,1,0,0
Calamus_rheedei,2.2,1,1,0,0
Calamus_rhomboideus,2.45,1,1,0,0
Calamus_rhytidomus,1.5,1,1,0,0
Calamus_ridleyanus,1.25,1,1,0,0
Calamus_robinsonianus,NA,1,1,0,NA
Calamus_rotang,1.5,1,1,0,0
Calamus_rudentum,2,1,1,0,0
Calamus_rugosus,NA,1,1,0,NA
Calamus_rumphii,NA,1,1,0,NA
Calamus_ruvidus,NA,1,1,0,NA
Calamus_sabalensis,0.9,1,1,0,0
Calamus_sabensis,NA,1,1,0,NA
Calamus_salicifolius,1,1,1,0,0
Calamus_samian,NA,1,1,0,NA
Calamus_sarawakensis,1.3,1,1,0,0
Calamus_scabridulus,NA,1,1,0,NA
Calamus_scabrispathus,NA,1,1,0,NA
Calamus_schaeferianus,NA,1,1,0,NA
Calamus_schistoacanthus,1.3,1,1,0,0
Calamus_schlechterianus,NA,1,1,1,NA
Calamus_scipionum,1.4,1,1,0,0
Calamus_scleracanthus,1.1,1,1,0,0
Calamus_sedens,0.8,1,1,0,0
Calamus_semierectus,1.5,1,1,0,0
Calamus_semoi,1.8,1,1,0,0
Calamus_senalingensis,NA,1,1,0,NA
Calamus_sepikensis,NA,1,1,0,NA
Calamus_seriatus,NA,1,1,0,NA
Calamus_serrulatus,NA,1,1,0,NA
Calamus_sessilifolius,NA,1,1,0,NA
Calamus_setulosus,NA,1,1,0,NA
Calamus_shendurunii,1.8,1,1,0,0
Calamus_siamensis,0.8,1,1,0,0
Calamus_simplex,2.59,1,1,0,0
Calamus_simplicifolius,3,1,1,0,0
Calamus_siphonospathus,0.6,1,1,0,0
Calamus_solitarius,0.8,1,1,0,0
Calamus_sordidus,0.75,1,1,0,0
Calamus_speciosissimus,1,1,1,0,0
Calamus_spectabilis,NA,1,1,0,NA
Calamus_spectatissimus,2,1,1,0,0
Calamus_spicatus,NA,1,1,0,NA
Calamus_spinifolius,NA,1,1,0,NA
Calamus_spinulinervis,NA,1,1,0,NA
Calamus_spiralis,2.3,1,1,0,0
Calamus_stoloniferus,1,1,1,0,0
Calamus_suaveolens,0.8,1,1,0,0
Calamus_subinermis,1,1,1,0,0
Calamus_sumbawensis,NA,1,1,0,NA
Calamus_symphysipus,0.75,1,1,0,0
Calamus_tanakadatei,NA,1,1,0,NA
Calamus_tapa,NA,1,1,0,NA
Calamus_temburongii,0.5,1,1,0,0
Calamus_temii,2,1,1,0,0
Calamus_tenompokensis,0.8,1,1,0,0
Calamus_tenuis,1.6,1,1,0,0
Calamus_tetradactyloides,1.5,1,1,0,0
Calamus_tetradactylus,0.9,1,1,0,0
Calamus_thwaitesii,2.5,1,1,0,0
Calamus_thysanolepis,1.5,1,1,0,0
Calamus_timorensis,NA,1,1,0,NA
Calamus_toli-toliensis,NA,1,1,0,NA
Calamus_tomentosus,2.5,1,1,0,0
Calamus_trachycoleus,NA,1,1,0,NA
Calamus_travancoricus,1,1,1,0,0
Calamus_trispermus,1.6,1,1,0,0
Calamus_tumidus,2.2,1,1,0,0
Calamus_ulur,NA,1,1,0,NA
Calamus_unifarius,1.5,1,1,0,0
Calamus_usitatus,0.8,1,1,0,0
Calamus_vattayila,2.5,1,1,0,0
Calamus_vestitus,1.31,1,1,0,0
Calamus_vidalianus,1.16,1,1,0,0
Calamus_viminalis,1,1,1,0,0
Calamus_vinosus,NA,1,1,0,NA
Calamus_viridispinus,0.95,1,1,0,0
Calamus_viridissimus,1.05,1,1,0,0
Calamus_vitiensis,1.1,1,1,0,0
Calamus_wailong,1.85,1,1,0,0
Calamus_walkeri,1.2,1,1,0,0
Calamus_wanggaii,NA,1,1,0,NA
Calamus_warburgii,1,1,1,0,0
Calamus_wari-wariensis,NA,1,1,0,NA
Calamus_whitmorei,0.7,1,1,0,0
Calamus_wightii,1.8,1,1,0,0
Calamus_winklerianus,NA,1,1,0,NA
Calamus_wuliangshanensis,2.7,1,1,0,0
Calamus_yentuensis,1,1,1,0,0
Calamus_zebrinus,1.15,1,1,0,0
Calamus_zeylanicus,NA,1,1,0,NA
Calamus_zollingeri,0.5,1,1,0,0
Calamus_zonatus,0.8,1,1,0,0
Calyptrocalyx_albertisianus,2.85,0,0,0,0
Calyptrocalyx_amoenus,1.1,0,0,0,0
Calyptrocalyx_arfakianus,1.15,0,0,0,0
Calyptrocalyx_awa,1.1,0,0,0,0
Calyptrocalyx_caudiculatus,1.1,0,0,0,0
Calyptrocalyx_doxanthus,1.3,0,0,0,0
Calyptrocalyx_elegans,1.3,0,0,0,0
Calyptrocalyx_flabellatus,1.15,0,0,0,0
Calyptrocalyx_forbesii,0.4,0,0,0,0
Calyptrocalyx_geonomiformis,1,0,0,0,0
Calyptrocalyx_hollrungii,1.4,0,0,0,0
Calyptrocalyx_julianettii,1.2,0,0,0,0
Calyptrocalyx_lauterbachianus,2.6,0,0,0,0
Calyptrocalyx_laxiflorus,2,0,0,0,0
Calyptrocalyx_lepidotus,0.85,0,0,0,0
Calyptrocalyx_leptostachys,1.8,0,0,0,0
Calyptrocalyx_merrillianus,1.9,0,0,0,0
Calyptrocalyx_micholitzii,1.15,0,0,0,0
Calyptrocalyx_multifidus,1.3,0,0,0,0
Calyptrocalyx_pachystachys,1.7,0,0,0,0
Calyptrocalyx_pauciflorus,1.3,0,0,0,0
Calyptrocalyx_polyphyllus,1,0,0,0,0
Calyptrocalyx_pusillus,0.95,0,0,0,0
Calyptrocalyx_sessiliflorus,0.9,0,0,0,0
Calyptrocalyx_spicatus,5,0,0,0,1
Calyptrocalyx_yamutumene,1.7,0,0,0,0
Calyptrogyne_allenii,1.15,0,0,0,0
Calyptrogyne_anomala,1.08,0,0,0,0
Calyptrogyne_baudensis,1.68,0,0,0,0
Calyptrogyne_coloradensis,NA,0,0,0,NA
Calyptrogyne_condensata,1.25,0,0,0,0
Calyptrogyne_costatifrons,1.56,0,0,0,0
Calyptrogyne_deneversii,1.003,0,0,0,0
Calyptrogyne_fortunensis,NA,0,0,0,NA
Calyptrogyne_ghiesbreghtiana,1.16,0,0,0,0
Calyptrogyne_herrerae,NA,0,0,0,NA
Calyptrogyne_kunorum,2.07,0,0,0,0
Calyptrogyne_osensis,1.75,0,0,0,0
Calyptrogyne_panamensis,1.12,0,0,0,0
Calyptrogyne_pubescens,1.22,0,0,0,0
Calyptrogyne_sanblasensis,1.05,0,0,0,0
Calyptrogyne_trichostachys,0.98,0,0,0,0
Calyptrogyne_tutensis,1.35,0,0,0,0
Calyptronoma_occidentalis,1.28,0,0,0,0
Calyptronoma_plumeriana,2.5,0,0,0,0
Calyptronoma_rivalis,0.58,0,0,0,0
Carpentaria_acuminata,2,0,0,0,0
Carpoxylon_macrospermum,6,0,0,0,1
Caryota_albertii,2.75,0,0,0,0
Caryota_angustifolia,1.75,0,0,0,0
Caryota_cumingii,1.5,0,0,0,0
Caryota_kiriwongensis,3.3,0,0,0,0
Caryota_maxima,2.1,0,0,0,0
Caryota_mitis,1.4,0,0,0,0
Caryota_monostachya,3.5,0,0,0,0
Caryota_no,2.2,0,0,0,0
Caryota_obtusa,3.2,0,0,0,0
Caryota_ophiopellis,1.4,0,0,0,0
Caryota_rumphiana,2.2,0,0,0,0
Caryota_sympetala,3,0,0,0,0
Caryota_urens,2,0,0,0,0
Caryota_zebrina,2.5,0,0,0,0
Ceratolobus_concolor,2,1,1,0,0
Ceratolobus_discolor,2.1,1,1,0,0
Ceratolobus_glaucescens,1.2,1,1,0,0
Ceratolobus_kingianus,1.1,1,1,0,0
Ceratolobus_pseudoconcolor,1.4,1,1,0,0
Ceratolobus_subangulatus,1.75,1,1,0,0
Ceroxylon_alpinum,1.8,0,0,0,0
Ceroxylon_amazonicum,1.85,0,0,0,0
Ceroxylon_ceriferum,1.65,0,0,0,0
Ceroxylon_echinulatum,2,0,0,0,0
Ceroxylon_parvifrons,2,0,0,0,0
Ceroxylon_parvum,1.5,0,0,0,0
Ceroxylon_peruvianum,2.15,0,0,0,0
Ceroxylon_pityrophyllum,1.9,0,0,0,0
Ceroxylon_quindiuense,1.8,0,0,0,0
Ceroxylon_sasaimae,1.65,0,0,0,0
Ceroxylon_ventricosum,1.65,0,0,0,0
Ceroxylon_vogelianum,1.65,0,0,0,0
Chamaedorea_adscendens,0.8,0,0,0,0
Chamaedorea_allenii,1.425,0,0,0,0
Chamaedorea_alternans,2,0,0,0,0
Chamaedorea_amabilis,1.2,0,0,0,0
Chamaedorea_anemophila,1.1,0,0,0,0
Chamaedorea_angustisecta,1.55,0,0,0,0
Chamaedorea_arenbergiana,1.2,0,0,0,0
Chamaedorea_atrovirens,NA,0,0,0,NA
Chamaedorea_benziei,NA,0,0,0,NA
Chamaedorea_binderi,0.7,0,0,0,0
Chamaedorea_brachyclada,0.4,0,0,0,0
Chamaedorea_brachypoda,0.75,0,0,0,0
Chamaedorea_carchensis,1,0,0,0,0
Chamaedorea_castillo-montii,1.3,0,0,0,0
Chamaedorea_cataractarum,1,0,0,0,0
Chamaedorea_christinae,1.5,0,0,0,0
Chamaedorea_correae,0.65,0,0,0,0
Chamaedorea_costaricana,1.25,0,0,0,0
Chamaedorea_crucensis,1.3,0,0,0,0
Chamaedorea_dammeriana,1.15,0,0,0,0
Chamaedorea_deckeriana,1.25,0,0,0,0
Chamaedorea_deneversiana,0.75,0,0,0,0
Chamaedorea_elatior,1.5,0,0,0,0
Chamaedorea_elegans,0.55,0,0,0,0
Chamaedorea_ernesti-augusti,1.25,0,0,0,0
Chamaedorea_falcifera,1.4,0,0,0,0
Chamaedorea_foveata,NA,0,0,0,NA
Chamaedorea_fractiflexa,0.75,0,0,0,0
Chamaedorea_fragrans,1.2,0,0,0,0
Chamaedorea_frondosa,0.55,0,0,0,0
Chamaedorea_geonomiformis,0.9,0,0,0,0
Chamaedorea_glaucifolia,0.8,0,0,0,0
Chamaedorea_graminifolia,0.8,0,0,0,0
Chamaedorea_guntheriana,0.6,0,0,0,0
Chamaedorea_hodelii,1.05,0,0,0,0
Chamaedorea_hooperiana,0.75,0,0,0,0
Chamaedorea_ibarrae,0.9,0,0,0,0
Chamaedorea_incrustata,0.9,0,0,0,0
Chamaedorea_keelerorum,0.9,0,0,0,0
Chamaedorea_klotzschiana,1.05,0,0,0,0
Chamaedorea_lehmannii,0.65,0,0,0,0
Chamaedorea_liebmannii,1,0,0,0,0
Chamaedorea_linearis,1.65,0,0,0,0
Chamaedorea_lucidifrons,0.55,0,0,0,0
Chamaedorea_macrospadix,0.85,0,0,0,0
Chamaedorea_matae,0.75,0,0,0,0
Chamaedorea_metallica,1.1,0,0,0,0
Chamaedorea_microphylla,0.6,0,0,0,0
Chamaedorea_microspadix,1,0,0,0,0
Chamaedorea_moliniana,1,0,0,0,0
Chamaedorea_nationsiana,1.25,0,0,0,0
Chamaedorea_neurochlamys,1,0,0,0,0
Chamaedorea_nubium,1.2,0,0,0,0
Chamaedorea_oblongata,1.1,0,0,0,0
Chamaedorea_oreophila,0.95,0,0,0,0
Chamaedorea_pachecoana,1,0,0,0,0
Chamaedorea_palmeriana,1.2,0,0,0,0
Chamaedorea_parvifolia,NA,0,0,0,NA
Chamaedorea_parvisecta,1,0,0,0,0
Chamaedorea_pauciflora,1.35,0,0,0,0
Chamaedorea_pedunculata,0.75,0,0,0,0
Chamaedorea_pinnatifrons,1.25,0,0,0,0
Chamaedorea_piscifolia,1.2,0,0,0,0
Chamaedorea_pittieri,1,0,0,0,0
Chamaedorea_plumosa,1.1,0,0,0,0
Chamaedorea_pochutlensis,1.35,0,0,0,0
Chamaedorea_ponderosa,0.8,0,0,0,0
Chamaedorea_pumila,0.8,0,0,0,0
Chamaedorea_pygmaea,0.7,0,0,0,0
Chamaedorea_queroana,1.4,0,0,0,0
Chamaedorea_radicalis,1.2,0,0,0,0
Chamaedorea_recurvata,0.775,0,0,0,0
Chamaedorea_rhizomatosa,NA,0,0,0,NA
Chamaedorea_ricardoi,2.15,0,0,0,0
Chamaedorea_rigida,0.75,0,0,0,0
Chamaedorea_robertii,0.7,0,0,0,0
Chamaedorea_rojasiana,0.8,0,0,0,0
Chamaedorea_rosibeliae,NA,0,0,0,NA
Chamaedorea_rossteniorum,1.4,0,0,0,0
Chamaedorea_sartorii,1.05,0,0,0,0
Chamaedorea_scheryi,0.6,0,0,0,0
Chamaedorea_schiedeana,0.75,0,0,0,0
Chamaedorea_schippii,0.8,0,0,0,0
Chamaedorea_seifrizii,0.8,0,0,0,0
Chamaedorea_serpens,NA,0,0,0,NA
Chamaedorea_simplex,1.05,0,0,0,0
Chamaedorea_skutchii,1,0,0,0,0
Chamaedorea_smithii,0.9,0,0,0,0
Chamaedorea_stenocarpa,0.7,0,0,0,0
Chamaedorea_stolonifera,0.8,0,0,0,0
Chamaedorea_stricta,0.8,0,0,0,0
Chamaedorea_subjectifolia,0.9,0,0,0,0
Chamaedorea_tenerrima,0.65,0,0,0,0
Chamaedorea_tepejilote,1.5,0,0,0,0
Chamaedorea_tuerckheimii,1,0,0,0,0
Chamaedorea_undulatifolia,0.8,0,0,0,0
Chamaedorea_verapazensis,1.1,0,0,0,0
Chamaedorea_verecunda,1,0,0,0,0
Chamaedorea_volcanensis,1.2,0,0,0,0
Chamaedorea_vulgata,0.85,0,0,0,0
Chamaedorea_warscewiczii,1.3,0,0,0,0
Chamaedorea_whitelockiana,0.75,0,0,0,0
Chamaedorea_woodsoniana,2,0,0,0,0
Chamaedorea_zamorae,1.25,0,0,0,0
Chamaerops_humilis,1.3,1,1,0,0
Chambeyronia_lepidota,3,0,0,0,0
Chambeyronia_macrocarpa,4.5,0,0,0,1
Chelyocarpus_chuco,1.75,0,0,0,0
Chelyocarpus_dianeurus,1.85,0,0,0,0
Chelyocarpus_repens,2.5,0,0,0,0
Chelyocarpus_ulei,1.85,0,0,0,0
Chuniophoenix_hainanensis,2.5,0,0,0,0
Chuniophoenix_humilis,1.6,0,0,0,0
Chuniophoenix_nana,1.6,0,0,0,0
Clinosperma_bracteale,1,0,0,0,0
Clinosperma_lanuginosa,2.25,0,0,0,0
Clinosperma_macrocarpa,3.75,0,0,0,0
Clinosperma_vaginata,1.6,0,0,0,0
Clinostigma_carolinense,NA,0,0,0,NA
Clinostigma_collegarum,1.2,0,0,0,0
Clinostigma_exorrhizum,0.5,0,0,0,0
Clinostigma_gronophyllum,0.85,0,0,0,0
Clinostigma_haerestigma,NA,0,0,0,NA
Clinostigma_harlandii,0.75,0,0,0,0
Clinostigma_onchorhynchum,1.5,0,0,0,0
Clinostigma_ponapense,2.2,0,0,0,0
Clinostigma_samoense,1.35,0,0,0,0
Clinostigma_savoryanum,1.5,0,0,0,0
Clinostigma_warburgii,NA,0,0,0,NA
Coccothrinax_acunana,NA,0,NA,0,NA
Coccothrinax_alexandri,NA,0,NA,0,NA
Coccothrinax_alta,NA,0,NA,0,NA
Coccothrinax_argentata,1.1,0,0,0,0
Coccothrinax_argentea,1.2,0,0,0,0
Coccothrinax_baracoensis,NA,0,NA,0,NA
Coccothrinax_barbadensis,0.9,0,0,0,0
Coccothrinax_bermudezii,NA,0,NA,0,NA
Coccothrinax_borhidiana,0.8,0,0,0,0
Coccothrinax_boschiana,NA,0,NA,0,NA
Coccothrinax_camagueyana,NA,0,NA,0,NA
Coccothrinax_clarensis,NA,0,NA,0,NA
Coccothrinax_concolor,NA,0,NA,0,NA
Coccothrinax_crinita,1.35,0,0,0,0
Coccothrinax_cupularis,NA,0,NA,0,NA
Coccothrinax_ekmanii,0.55,1,1,0,0
Coccothrinax_elegans,NA,0,NA,0,NA
Coccothrinax_fagildei,NA,0,NA,0,NA
Coccothrinax_fragrans,0.55,0,0,0,0
Coccothrinax_garciana,NA,0,NA,0,NA
Coccothrinax_gracilis,0.7,0,0,0,0
Coccothrinax_guantanamensis,NA,0,NA,0,NA
Coccothrinax_gundlachii,1.15,1,1,0,0
Coccothrinax_hioramii,1,0,0,0,0
Coccothrinax_inaguensis,1.25,0,0,0,0
Coccothrinax_jamaicensis,1.3,0,NA,0,0
Coccothrinax_leonis,NA,0,NA,0,NA
Coccothrinax_litoralis,0.66,0,NA,0,0
Coccothrinax_macroglossa,NA,0,NA,0,NA
Coccothrinax_microphylla,NA,0,NA,0,NA
Coccothrinax_miraguama,1.27,0,0,0,0
Coccothrinax_moaensis,NA,0,NA,0,NA
Coccothrinax_montana,NA,0,NA,0,NA
Coccothrinax_munizii,NA,0,NA,0,NA
Coccothrinax_muricata,NA,0,NA,0,NA
Coccothrinax_nipensis,NA,0,NA,0,NA
Coccothrinax_orientalis,NA,0,NA,0,NA
Coccothrinax_pauciramosa,0.95,1,1,0,0
Coccothrinax_proctorii,1,0,NA,0,0
Coccothrinax_pseudorigida,NA,0,NA,0,NA
Coccothrinax_pumila,NA,0,NA,0,NA
Coccothrinax_readii,0.915,0,NA,0,0
Coccothrinax_rigida,0.7,0,0,0,0
Coccothrinax_salvatoris,0.65,1,1,0,0
Coccothrinax_saxicola,NA,0,NA,0,NA
Coccothrinax_scoparia,NA,0,NA,0,NA
Coccothrinax_spissa,1.15,0,0,0,0
Coccothrinax_torrida,6.3,0,NA,0,1
Coccothrinax_trinitensis,NA,0,NA,0,NA
Coccothrinax_victorini,NA,0,NA,0,NA
Coccothrinax_yunquensis,NA,0,NA,0,NA
Coccothrinax_yuraguana,NA,0,NA,0,NA
Cocos_nucifera,22.5,0,0,0,1
Colpothrinax_aphanopetala,1.85,0,0,0,0
Colpothrinax_cookii,1.75,0,0,0,0
Colpothrinax_wrightii,1.25,0,0,0,0
Copernicia_alba,1.5,0,0,0,0
Copernicia_baileyana,2.05,0,0,0,0
Copernicia_berteroana,2,0,0,0,0
Copernicia_brittonorum,1.35,0,0,0,0
Copernicia_burretiana,NA,0,NA,0,NA
Copernicia_cowellii,1.5,0,0,0,0
Copernicia_curbeloi,1.8,0,NA,0,0
Copernicia_curtissii,NA,1,1,0,NA
Copernicia_ekmanii,2,1,1,0,0
Copernicia_fallaensis,NA,0,NA,0,NA
Copernicia_gigas,2.1,1,1,0,0
Copernicia_glabrescens,1.85,0,0,0,0
Copernicia_hospita,1.85,1,1,0,0
Copernicia_humicola,NA,0,NA,0,NA
Copernicia_longiglossa,NA,0,NA,0,NA
Copernicia_macroglossa,1.75,1,1,0,0
Copernicia_molineti,NA,0,NA,0,NA
Copernicia_occidentalis,NA,0,NA,0,NA
Copernicia_oxycalyx,NA,0,NA,0,NA
Copernicia_prunifera,2.7,1,1,0,0
Copernicia_rigida,1.8,1,1,0,0
Copernicia_roigii,NA,0,NA,0,NA
Copernicia_shaferi,NA,0,NA,0,NA
Copernicia_sueroana,NA,0,NA,0,NA
Copernicia_tectorum,2.75,0,0,0,0
Copernicia_textilis,NA,0,NA,0,NA
Copernicia_vespertilionum,NA,0,NA,0,NA
Copernicia_yarey,NA,0,NA,0,NA
Corypha_lecomtei,7.5,1,1,0,1
Corypha_microclada,NA,1,1,0,NA
Corypha_taliera,4,1,1,0,1
Corypha_umbraculifera,4,1,1,0,1
Corypha_utan,2.5,1,1,0,0
Cryosophila_bartlettii,NA,1,0,1,NA
Cryosophila_cookii,2,1,0,1,0
Cryosophila_grayumii,1.6,1,0,1,0
Cryosophila_guagara,1.65,1,0,1,0
Cryosophila_kalbreyeri,1.55,1,0,1,0
Cryosophila_macrocarpa,3.35,1,0,1,0
Cryosophila_nana,1.55,1,0,1,0
Cryosophila_stauracantha,1.25,1,0,1,0
Cryosophila_warscewiczii,2.3,1,0,1,0
Cryosophila_williamsii,1.55,1,0,1,0
Cyphokentia_cerifera,1.2,0,0,0,0
Cyphokentia_macrostachya,1.25,0,0,0,0
Cyphophoenix_alba,1.6,0,0,0,0
Cyphophoenix_elegans,1.95,0,0,0,0
Cyphophoenix_fulcita,2.3,0,0,0,0
Cyphophoenix_nucele,2.1,0,0,0,0
Cyphosperma_balansae,1.25,0,0,0,0
Cyphosperma_naboutinense,1.3,0,0,0,0
Cyphosperma_tanga,0.9,0,0,0,0
Cyphosperma_trichospadix,1.85,0,0,0,0
Cyphosperma_voutmelense,2.3,0,0,0,0
Cyrtostachys_bakeri,1.35,0,0,0,0
Cyrtostachys_barbata,1.2,0,0,0,0
Cyrtostachys_elegans,1.45,0,0,0,0
Cyrtostachys_excelsa,NA,0,0,0,NA
Cyrtostachys_glauca,1,0,0,0,0
Cyrtostachys_loriae,1.2,0,0,0,0
Cyrtostachys_renda,0.9,0,0,0,0
Daemonorops_acamptostachys,0.8,1,1,1,0
Daemonorops_acehensis,2.2,1,1,NA,0
Daemonorops_affinis,NA,1,1,NA,NA
Daemonorops_angustifolia,1.8,1,1,0,0
Daemonorops_aruensis,NA,1,1,NA,NA
Daemonorops_asteracantha,1,1,1,1,0
Daemonorops_atra,1.55,1,1,1,0
Daemonorops_aurea,1.5,1,1,0,0
Daemonorops_banggiensis,1,1,1,1,0
Daemonorops_beguinii,1.6,1,1,0,0
Daemonorops_binnendijkii,1.3,1,1,NA,0
Daemonorops_brachystachys,2.5,1,1,1,0
Daemonorops_brevicaulis,3.5,1,1,NA,0
Daemonorops_calapparia,1.72,1,1,NA,0
Daemonorops_calicarpa,1.7,1,1,0,0
Daemonorops_clemensiana,NA,1,1,NA,NA
Daemonorops_collarifera,1.675,1,1,1,0
Daemonorops_confusa,1.6,1,1,NA,0
Daemonorops_crinita,1.4,1,1,1,0
Daemonorops_cristata,1.8,1,1,1,0
Daemonorops_curranii,1.3,1,1,0,0
Daemonorops_depressiuscula,1.225,1,1,1,0
Daemonorops_didymophylla,2.5,1,1,0,0
Daemonorops_draco,2.5,1,1,1,0
Daemonorops_dracunculus,NA,1,1,NA,NA
Daemonorops_dransfieldii,2.5,1,1,NA,0
Daemonorops_elongata,0.75,1,1,1,0
Daemonorops_fissa,1.7,1,1,1,0
Daemonorops_fissilis,NA,1,1,0,NA
Daemonorops_forbesii,1.85,1,1,1,0
Daemonorops_formicaria,1.15,1,1,1,0
Daemonorops_geniculata,2.2,1,1,0,0
Daemonorops_gracilipes,NA,1,1,1,NA
Daemonorops_gracilis,0.65,1,1,1,0
Daemonorops_grandis,2.5,1,1,0,0
Daemonorops_hirsuta,1.5,1,1,1,0
Daemonorops_horrida,NA,1,1,NA,NA
Daemonorops_ingens,4.5,1,1,1,1
Daemonorops_jenkinsiana,2,1,1,0,0
Daemonorops_korthalsii,1.5,1,1,1,0
Daemonorops_kunstleri,1.8,1,1,0,0
Daemonorops_kurziana,2,1,1,0,0
Daemonorops_lamprolepis,NA,1,1,NA,NA
Daemonorops_leptopus,1.8,1,1,0,0
Daemonorops_lewisiana,2,1,1,0,0
Daemonorops_loheriana,NA,1,1,1,NA
Daemonorops_longipes,2.4,1,1,1,0
Daemonorops_longispatha,1.3,1,1,1,0
Daemonorops_longispinosa,NA,1,1,NA,NA
Daemonorops_longistipes,1.5,1,1,1,0
Daemonorops_macrophylla,2.1,1,1,0,0
Daemonorops_macroptera,1.5,1,1,1,0
Daemonorops_maculata,2,1,1,1,0
Daemonorops_manii,1,1,1,0,0
Daemonorops_megalocarpa,NA,1,1,NA,NA
Daemonorops_melanochaetes,1.35,1,1,0,0
Daemonorops_micracantha,2.25,1,1,1,0
Daemonorops_microcarpa,NA,1,1,NA,NA
Daemonorops_microstachys,1,1,1,1,0
Daemonorops_mirabilis,NA,1,1,NA,NA
Daemonorops_mogeana,2,1,1,NA,0
Daemonorops_mollis,1.1,1,1,1,0
Daemonorops_mollispina,1.5,1,1,0,0
Daemonorops_monticola,1.5,1,1,0,0
Daemonorops_nigra,NA,1,1,NA,NA
Daemonorops_nuichuaensis,2,1,1,NA,0
Daemonorops_oblata,2,1,1,1,0
Daemonorops_oblonga,2.1,1,1,0,0
Daemonorops_ochrolepis,1.6,1,1,1,0
Daemonorops_ocreata,1.7,1,1,NA,0
Daemonorops_oligolepis,2,1,1,NA,0
Daemonorops_oligophylla,NA,1,1,1,NA
Daemonorops_oxycarpa,1.5,1,1,1,0
Daemonorops_pachyrostris,NA,1,1,NA,NA
Daemonorops_palembanica,NA,1,1,NA,NA
Daemonorops_pannosa,1.45,1,1,NA,0
Daemonorops_pedicellaris,1.1,1,1,NA,0
Daemonorops_periacantha,2.2,1,1,1,0
Daemonorops_plagiocycla,NA,1,1,NA,NA
Daemonorops_poilanei,2.5,1,1,0,0
Daemonorops_polita,1.2,1,1,1,0
Daemonorops_pumila,NA,1,1,NA,NA
Daemonorops_rarispinosa,1.3,1,1,0,0
Daemonorops_riedeliana,NA,1,1,1,NA
Daemonorops_robusta,1.9,1,1,1,0
Daemonorops_rubra,2.5,1,1,1,0
