SpecName,AverageFruitLength_cm,armature,armature_leaf,armature_stem,Fruit_size_binary
Daemonorops_ruptilis,2.2,1,1,1,0
Daemonorops_sabut,1.6,1,1,0,0
Daemonorops_sarasinorum,1.6,1,1,1,0
Daemonorops_scapigera,2.6,1,1,1,0
Daemonorops_schlechteri,NA,1,1,NA,NA
Daemonorops_sekundurensis,1.5,1,1,NA,0
Daemonorops_sepal,3,1,1,0,0
Daemonorops_serpentina,2.5,1,1,1,0
Daemonorops_siberutensis,2,1,1,NA,0
Daemonorops_singalana,1.6,1,1,1,0
Daemonorops_sparsiflora,1.1,1,1,1,0
Daemonorops_spectabilis,3.5,1,1,1,0
Daemonorops_stenophylla,2.6,1,1,1,0
Daemonorops_takanensis,NA,1,1,NA,NA
Daemonorops_trichroa,1.3,1,1,1,0
Daemonorops_unijuga,3,1,1,1,0
Daemonorops_urdanetana,1.4,1,1,1,0
Daemonorops_uschdraweitiana,NA,1,1,1,NA
Daemonorops_verticillaris,1.5,1,1,0,0
Daemonorops_wrightmyoensis,1.5,1,1,0,0
Deckenia_nobilis,1.2,1,1,1,0
Desmoncus_chinantlensis,1.52,1,1,0,0
Desmoncus_cirrhifer,1.823,1,1,0,0
Desmoncus_costaricensis,1.38,1,1,0,0
Desmoncus_giganteus,3.62,1,1,0,0
Desmoncus_horridus,1.54,1,1,0,0
Desmoncus_interjectus,1.4175,1,1,0,0
Desmoncus_kunarius,2.513333333,1,1,0,0
Desmoncus_latisectus,1.13,1,1,0,0
Desmoncus_leptoclonos,1.225,1,1,0,0
Desmoncus_loretanus,1.30375,1,1,0,0
Desmoncus_madrensis,1.04,1,1,0,0
Desmoncus_mitis,1.23,1,1,0,0
Desmoncus_moorei,1.263,1,1,0,0
Desmoncus_myriacanthos,1.512941176,1,1,0,0
Desmoncus_obovoideus,1.58,1,1,0,0
Desmoncus_orthacanthos,1.49,1,1,0,0
Desmoncus_osensis,1.512,1,1,0,0
Desmoncus_parvulus,1.107142857,1,1,0,0
Desmoncus_polyacanthos,1.694362745,1,1,0,0
Desmoncus_prunifer,NA,1,1,0,NA
Desmoncus_pumilus,1.002,1,1,0,0
Desmoncus_setosus,1.193333333,1,1,0,0
Desmoncus_stans,1.33,1,1,0,0
Desmoncus_vacivus,2.092352941,1,1,0,0
Dictyocaryum_fuscum,3.25,0,0,0,0
Dictyocaryum_lamarckianum,2.65,1,0,1,0
Dictyocaryum_ptarianum,3.25,0,0,0,0
Dictyosperma_album,1.25,0,0,0,0
Dransfieldia_micrantha,1.545,0,0,0,0
Drymophloeus_litigiosus,1.7,0,0,0,0
Drymophloeus_oliviformis,1.7,0,0,0,0
Drymophloeus_whitmeeanus,3.7,0,0,0,0
Dypsis_acaulis,2,0,0,0,0
Dypsis_acuminum,0.95,0,0,0,0
Dypsis_albofarinosa,2,0,0,0,0
Dypsis_ambanjae,1.25,0,0,0,0
Dypsis_ambilaensis,1.25,0,0,0,0
Dypsis_ambositrae,1.4,0,0,0,0
Dypsis_andapae,1.2,0,0,0,0
Dypsis_andilamenensis,0.8,0,0,0,0
Dypsis_andrianatonga,1.45,0,0,0,0
Dypsis_angusta,NA,0,0,0,NA
Dypsis_angustifolia,1.4,0,0,0,0
Dypsis_anjae,0.535,0,0,0,0
Dypsis_ankaizinensis,1.5,0,0,0,0
Dypsis_ankirindro,1,0,0,0,0
Dypsis_antanambensis,2,0,0,0,0
Dypsis_aquatilis,NA,0,0,0,NA
Dypsis_arenarum,1.1,0,0,0,0
Dypsis_baronii,1.5,0,0,0,0
Dypsis_basilonga,2,0,0,0,0
Dypsis_beentjei,1.8,0,0,0,0
Dypsis_bejofo,2.5,0,0,0,0
Dypsis_bernieriana,0.95,0,0,0,0
Dypsis_betamponensis,1.5,0,0,0,0
Dypsis_betsimisarakae,0.9,0,0,0,0
Dypsis_boiviniana,1,0,0,0,0
Dypsis_bonsai,0.85,0,0,0,0
Dypsis_bosseri,NA,0,0,0,NA
Dypsis_brevicaulis,NA,0,0,0,NA
Dypsis_brittiana,NA,0,0,0,NA
Dypsis_cabadae,1.05,0,0,0,0
Dypsis_canaliculata,2.75,0,0,0,0
Dypsis_canescens,NA,0,0,0,NA
Dypsis_carlsmithii,1.6,0,0,0,0
Dypsis_catatiana,1.25,0,0,0,0
Dypsis_caudata,0.95,0,0,0,0
Dypsis_ceracea,1.8,0,0,0,0
Dypsis_commersoniana,0.9,0,0,0,0
Dypsis_concinna,1.1,0,0,0,0
Dypsis_confusa,0.8,0,0,0,0
Dypsis_cookei,NA,0,0,0,NA
Dypsis_coriacea,1.3,0,0,0,0
Dypsis_corniculata,1.1,0,0,0,0
Dypsis_coursii,2.75,0,0,0,0
Dypsis_crinita,2.2,0,0,0,0
Dypsis_culminis,NA,0,0,0,NA
Dypsis_curtisii,NA,0,0,0,NA
Dypsis_decaryi,1.85,0,0,0,0
Dypsis_decipiens,2.35,0,0,0,0
Dypsis_delicatula,NA,0,0,0,NA
Dypsis_digitata,1.2,0,0,0,0
Dypsis_dracaenoides,NA,0,0,0,NA
Dypsis_dransfieldii,1.75,0,0,0,0
Dypsis_elegans,NA,0,0,0,NA
Dypsis_eriostachys,1.6,0,0,0,0
Dypsis_faneva,NA,0,0,0,NA
Dypsis_fanjana,0.8,0,0,0,0
Dypsis_fasciculata,1.4,0,0,0,0
Dypsis_fibrosa,2.5,0,0,0,0
Dypsis_forficifolia,1.5,0,0,0,0
Dypsis_furcata,1,0,0,0,0
Dypsis_gautieri,NA,0,0,0,NA
Dypsis_glabrescens,1.65,0,0,0,0
Dypsis_gronophyllum,NA,0,0,0,NA
Dypsis_henrici,0.9,0,0,0,0
Dypsis_heteromorpha,2,0,0,0,0
Dypsis_heterophylla,0.565,0,0,0,0
Dypsis_hiarakae,0.95,0,0,0,0
Dypsis_hildebrandtii,1,0,0,0,0
Dypsis_hovomantsina,1,0,0,0,0
Dypsis_humbertii,1.1,0,0,0,0
Dypsis_humblotiana,NA,0,0,0,NA
Dypsis_humilis,1.8,0,0,0,0
Dypsis_ifanadianae,0.8,0,0,0,0
Dypsis_integra,NA,0,0,0,NA
Dypsis_intermedia,NA,0,0,0,NA
Dypsis_interrupta,NA,0,0,0,NA
Dypsis_jeremiei,1.05,0,0,0,0
Dypsis_jumelleana,1.05,0,0,0,0
Dypsis_laevis,0.6,0,0,0,0
Dypsis_lanceolata,1.5,0,0,0,0
Dypsis_lantzeana,1,0,0,0,0
Dypsis_lanuginosa,NA,0,0,0,NA
Dypsis_lastelliana,2.1,0,0,0,0
Dypsis_leptocheilos,1.1,0,0,0,0
Dypsis_ligulata,1.4,0,0,0,0
Dypsis_linearis,0.75,0,0,0,0
Dypsis_lokohoensis,NA,0,0,0,NA
Dypsis_louvelii,1.4,0,0,0,0
Dypsis_lucens,NA,0,0,0,NA
Dypsis_lutea,NA,0,0,0,NA
Dypsis_lutescens,1.5,0,0,0,0
Dypsis_madagascariensis,1.3,0,0,0,0
Dypsis_mahia,NA,0,0,0,NA
Dypsis_makirae,1.05,0,0,0,0
Dypsis_malcomberi,0.9,0,0,0,0
Dypsis_mananjarensis,0.5,0,0,0,0
Dypsis_mangorensis,NA,0,0,0,NA
Dypsis_marojejyi,2.35,0,0,0,0
Dypsis_mcdonaldiana,0.75,0,0,0,0
Dypsis_metallica,NA,0,0,0,NA
Dypsis_minuta,1.45,0,0,0,0
Dypsis_mirabilis,0.95,0,0,0,0
Dypsis_mocquerysiana,1.3,0,0,0,0
Dypsis_monostachya,NA,0,0,0,NA
Dypsis_montana,NA,0,0,0,NA
Dypsis_moorei,2.5,0,0,0,0
Dypsis_nauseosa,1.55,0,0,0,0
Dypsis_nodifera,0.9,0,0,0,0
Dypsis_nossibensis,1.3,0,0,0,0
Dypsis_occidentalis,0.95,0,0,0,0
Dypsis_onilahensis,1.4,0,0,0,0
Dypsis_oreophila,0.8,0,0,0,0
Dypsis_oropedionis,NA,0,0,0,NA
Dypsis_ovobontsira,1.6,0,0,0,0
Dypsis_pachyramea,1.7,0,0,0,0
Dypsis_paludosa,1.8,0,0,0,0
Dypsis_pembana,1.35,0,0,0,0
Dypsis_perrieri,1.7,0,0,0,0
Dypsis_pervillei,NA,0,0,0,NA
Dypsis_pilulifera,0.6,0,0,0,0
Dypsis_pinnatifrons,1.4,0,0,0,0
Dypsis_plumosa,NA,0,0,0,NA
Dypsis_plurisecta,NA,0,0,0,NA
Dypsis_poivreana,NA,0,0,0,NA
Dypsis_prestoniana,1.35,0,0,0,0
Dypsis_procera,0.3,0,0,0,0
Dypsis_procumbens,0.75,0,0,0,0
Dypsis_psammophila,0.95,0,0,0,0
Dypsis_pulchella,0.65,0,0,0,0
Dypsis_pumila,2.15,0,0,0,0
Dypsis_pusilla,1.6,0,0,0,0
Dypsis_rakotonasoloi,NA,0,0,0,NA
Dypsis_ramentacea,1.3,0,0,0,0
Dypsis_reflexa,NA,0,0,0,NA
Dypsis_remotiflora,0.95,0,0,0,0
Dypsis_rivularis,1.3,0,0,0,0
Dypsis_robusta,1.4,0,0,0,0
Dypsis_sahanofensis,NA,0,0,0,NA
Dypsis_saintelucei,NA,0,0,0,NA
Dypsis_sancta,NA,0,0,0,NA
Dypsis_sanctaemariae,NA,0,0,0,NA
Dypsis_scandens,0.8,0,0,0,0
Dypsis_schatzii,1.35,0,0,0,0
Dypsis_scottiana,0.85,0,0,0,0
Dypsis_serpentina,1.3,0,0,0,0
Dypsis_simianensis,1.5,0,0,0,0
Dypsis_singularis,NA,0,0,0,NA
Dypsis_soanieranae,NA,0,0,0,NA
Dypsis_spicata,0.95,0,0,0,0
Dypsis_tanalensis,1.15,0,0,0,0
Dypsis_tenuissima,0.975,0,0,0,0
Dypsis_thermarum,1.1,0,0,0,0
Dypsis_thiryana,1,0,0,0,0
Dypsis_thouarsiana,NA,0,0,0,NA
Dypsis_tokoravina,1.75,0,0,0,0
Dypsis_trapezoidea,1.8,0,0,0,0
Dypsis_tsaratananensis,1.35,0,0,0,0
Dypsis_tsaravoasira,0.525,0,0,0,0
Dypsis_turkii,1.4,0,0,0,0
Dypsis_utilis,2.25,0,0,0,0
Dypsis_viridis,1,0,0,0,0
Dypsis_vonitrandambo,0.6,0,0,0,0
Elaeis_guineensis,4.25,1,1,0,1
Elaeis_oleifera,2.75,1,1,0,0
Eleiodoxa_conferta,2.5,1,1,0,0
Eremospatha_barendii,2.55,1,1,0,0
Eremospatha_cabrae,2.75,1,1,0,0
Eremospatha_cuspidata,2.2,1,1,0,0
Eremospatha_dransfieldii,NA,1,1,0,NA
Eremospatha_haullevilleana,2.75,1,1,0,0
Eremospatha_hookeri,2.5,1,1,0,0
Eremospatha_laurentii,1.75,1,1,0,0
Eremospatha_macrocarpa,2.85,1,1,0,0
Eremospatha_quinquecostulata,NA,1,1,0,NA
Eremospatha_tessmanniana,NA,1,1,0,NA
Eremospatha_wendlandiana,3,1,1,0,0
Eugeissona_ambigua,NA,1,1,NA,NA
Eugeissona_brachystachys,5,1,1,1,1
Eugeissona_insignis,9,1,1,1,1
Eugeissona_minor,5.5,1,1,0,1
Eugeissona_tristis,8,1,1,0,1
Eugeissona_utilis,7,1,1,1,1
Euterpe_broadwayi,1.2,0,0,0,0
Euterpe_catinga,1.05,0,0,0,0
Euterpe_edulis,1.2,0,0,0,0
Euterpe_longibracteata,1.1,0,0,0,0
Euterpe_luminosa,2,0,0,0,0
Euterpe_oleracea,1.5,0,0,0,0
Euterpe_precatoria,1.1,0,0,0,0
Gaussia_attenuata,1.5,0,0,0,0
Gaussia_gomez-pompae,1.55,0,0,0,0
Gaussia_maya,1.25,0,0,0,0
Gaussia_princeps,1,0,0,0,0
Gaussia_spirituana,1,0,0,0,0
Geonoma_aspidiifolia,0.95,0,0,0,0
Geonoma_baculifera,1.06,0,0,0,0
Geonoma_bernalii,0.61,0,0,0,0
Geonoma_braunii,0.74,0,0,0,0
Geonoma_brenesii,0.73,0,0,0,0
Geonoma_brongniartii,0.68,0,0,0,0
Geonoma_calyptrogynoidea,1.32,0,0,0,0
Geonoma_camana,1.07,0,0,0,0
Geonoma_chlamydostachys,1.23,0,0,0,0
Geonoma_chococola,1.89,0,0,0,0
Geonoma_concinna,0.77,0,0,0,0
Geonoma_concinnoidea,0.73,0,0,0,0
Geonoma_congesta,1.24,0,0,0,0
Geonoma_cuneata,0.76,0,0,0,0
Geonoma_deneversii,NA,0,0,0,NA
Geonoma_deversa,0.66,0,0,0,0
Geonoma_dindoensis,NA,0,0,0,NA
Geonoma_divisa,0.73,0,0,0,0
Geonoma_elegans,0.95,0,0,0,0
Geonoma_epetiolata,0.86,0,0,0,0
Geonoma_euspatha,0.63,0,0,0,0
Geonoma_ferruginea,0.69,0,0,0,0
Geonoma_fosteri,NA,0,0,0,NA
Geonoma_frontinensis,0.67,0,0,0,0
Geonoma_galeanoae,NA,0,0,0,NA
Geonoma_gentryi,0.86,0,0,0,0
Geonoma_hollinensis,0.68,0,0,0,0
Geonoma_hugonis,0.62,0,0,0,0
Geonoma_interrupta,0.58,0,0,0,0
Geonoma_lanata,0.78,0,0,0,0
Geonoma_laxiflora,0.78,0,0,0,0
Geonoma_lehmannii,0.875,0,0,0,0
Geonoma_leptospadix,0.8,0,0,0,0
Geonoma_longipedunculata,0.6,0,0,0,0
Geonoma_longivaginata,0.65,0,0,0,0
Geonoma_macrostachys,0.821714286,0,0,0,0
Geonoma_maxima,1.113070866,0,0,0,0
Geonoma_monospatha,0.67,0,0,0,0
Geonoma_mooreana,0.56,0,0,0,0
Geonoma_multisecta,1.12,0,0,0,0
Geonoma_occidentalis,0.735,0,0,0,0
Geonoma_oldemanii,1.62,0,0,0,0
Geonoma_oligoclona,0.6625,0,0,0,0
Geonoma_operculata,0.75,0,0,0,0
Geonoma_orbignyana,0.7,0,0,0,0
Geonoma_paradoxa,0.79375,0,0,0,0
Geonoma_pauciflora,0.96,0,0,0,0
Geonoma_peruviana,0.54,0,0,0,0
Geonoma_pinnatifrons,0.645,0,0,0,0
Geonoma_poeppigiana,0.72,0,0,0,0
Geonoma_pohliana,1.06462766,0,0,0,0
Geonoma_poiteauana,0.895,0,0,0,0
Geonoma_sanmartinensis,NA,0,0,0,NA
Geonoma_santanderensis,0.85,0,0,0,0
Geonoma_schizocarpa,1.4,0,0,0,0
Geonoma_schottiana,0.93,0,0,0,0
Geonoma_scoparia,0.6,0,0,0,0
Geonoma_simplicifrons,0.59,0,0,0,0
Geonoma_spinescens,0.71,0,0,0,0
Geonoma_stricta,0.86,0,0,0,0
Geonoma_talamancana,0.73,0,0,0,0
Geonoma_tenuissima,0.53,0,0,0,0
Geonoma_triandra,0.691428572,0,0,0,0
Geonoma_triglochin,1.297,0,0,0,0
Geonoma_trigona,0.9,0,0,0,0
Geonoma_umbraculiformis,1.26,0,0,0,0
Geonoma_undata,0.95,0,0,0,0
Geonoma_venosa,0.81,0,0,0,0
Guihaia_argyrata,0.6,0,0,0,0
Guihaia_grossifibrosa,1,0,0,0,0
Hedyscepe_canterburyana,4,0,0,0,1
Hemithrinax_compacta,0.9,0,0,0,0
Hemithrinax_ekmaniana,NA,0,0,0,NA
Hemithrinax_rivularis,NA,0,0,0,NA
Heterospathe_annectens,1.8,0,0,0,0
Heterospathe_arfakiana,NA,0,0,0,NA
Heterospathe_barfodii,1,0,0,0,0
Heterospathe_brevicaulis,0.8,0,0,0,0
Heterospathe_cagayanensis,0.8,0,0,0,0
Heterospathe_califrons,1.6,0,0,0,0
Heterospathe_clemensiae,NA,0,0,0,NA
Heterospathe_compsoclada,NA,0,0,0,NA
Heterospathe_delicatula,NA,0,0,0,NA
Heterospathe_dransfieldii,0.7,0,0,0,0
Heterospathe_elata,1.125,0,0,0,0
Heterospathe_elegans,1.25,0,0,0,0
Heterospathe_elmeri,1.2,0,0,0,0
Heterospathe_glabra,NA,0,0,0,NA
Heterospathe_glauca,NA,0,0,0,NA
Heterospathe_intermedia,1.1,0,0,0,0
Heterospathe_kajewskii,1.5,0,0,0,0
Heterospathe_ledermanniana,NA,0,0,0,NA
Heterospathe_lepidota,1.6,0,0,0,0
Heterospathe_longipes,2.5,0,0,0,0
Heterospathe_macgregorii,NA,0,0,0,NA
Heterospathe_minor,1.05,0,0,0,0
Heterospathe_muelleriana,0.5,0,0,0,0
Heterospathe_negrosensis,1.05,0,0,0,0
Heterospathe_obriensis,3.25,0,0,0,0
Heterospathe_parviflora,0.95,0,0,0,0
Heterospathe_philippinensis,1,0,0,0,0
Heterospathe_phillipsii,1.3,0,0,0,0
Heterospathe_pilosa,NA,0,0,0,NA
Heterospathe_porcata,2,0,0,0,0
Heterospathe_pulchra,0.9,0,0,0,0
Heterospathe_pullenii,1.7,0,0,0,0
Heterospathe_ramulosa,NA,0,0,0,NA
Heterospathe_salomonensis,0.6,0,0,0,0
Heterospathe_scitula,0.8,0,0,0,0
Heterospathe_sensisi,1.225,0,0,0,0
Heterospathe_sibuyanensis,1,0,0,0,0
Heterospathe_sphaerocarpa,0.8,0,0,0,0
Heterospathe_trispatha,1.2,0,0,0,0
Heterospathe_uniformis,2.2,0,0,0,0
Heterospathe_woodfordiana,1.3,0,0,0,0
Howea_belmoreana,3.5,0,0,0,0
Howea_forsteriana,4,0,0,0,1
Hydriastele_affinis,NA,0,0,0,NA
Hydriastele_aprica,0.8,0,0,0,0
Hydriastele_beccariana,0.9,0,0,0,0
Hydriastele_beguinii,1.5,0,0,0,0
Hydriastele_biakensis,1.075,0,0,0,0
Hydriastele_boumae,1.2,0,0,0,0
Hydriastele_brassii,0.975,0,0,0,0
Hydriastele_cariosa,NA,0,0,0,NA
Hydriastele_carrii,NA,0,0,0,NA
Hydriastele_chaunostachys,1.5,0,0,0,0
Hydriastele_costata,0.85,0,0,0,0
Hydriastele_cyclopensis,NA,0,0,0,NA
Hydriastele_cylindrocarpa,1.25,0,0,0,0
Hydriastele_dransfieldii,1.8,0,0,0,0
Hydriastele_flabellata,1.35,0,0,0,0
Hydriastele_geelvinkiana,NA,0,0,0,NA
Hydriastele_gibbsiana,0.85,0,0,0,0
Hydriastele_gracilis,NA,0,0,0,NA
Hydriastele_hombronii,1.55,0,0,0,0
Hydriastele_kasesa,1.2,0,0,0,0
Hydriastele_kjellbergii,NA,0,0,0,NA
Hydriastele_ledermanniana,NA,0,0,0,NA
Hydriastele_lepidota,NA,0,0,0,NA
Hydriastele_longispatha,1,0,0,0,0
Hydriastele_lurida,NA,0,0,0,NA
Hydriastele_macrospadix,1.4,0,0,0,0
Hydriastele_manusii,1.15,0,0,0,0
Hydriastele_mayrii,NA,0,0,0,NA
Hydriastele_micrantha,NA,0,0,0,NA
Hydriastele_microcarpa,1,0,0,0,0
Hydriastele_microspadix,0.9,0,0,0,0
Hydriastele_moluccana,NA,0,0,0,NA
Hydriastele_montana,1.5,0,0,0,0
Hydriastele_nannostachys,NA,0,0,0,NA
Hydriastele_oxypetala,0.8,0,0,0,0
Hydriastele_palauensis,NA,0,0,0,NA
Hydriastele_pinangoides,1.3,0,0,0,0
Hydriastele_pleurocarpa,NA,0,0,0,NA
Hydriastele_procera,NA,0,0,0,NA
Hydriastele_ramsayi,1.5,0,0,0,0
Hydriastele_rheophytica,0.65,0,0,0,0
Hydriastele_rhopalocarpa,1.3,0,0,0,0
Hydriastele_rostrata,0.9,0,0,0,0
Hydriastele_sarasinorum,NA,0,0,0,NA
Hydriastele_selebica,0.8,0,0,0,0
Hydriastele_valida,1.1,0,0,0,0
Hydriastele_variabilis,1.1,0,0,0,0
Hydriastele_vitiensis,1,0,0,0,0
Hydriastele_wendlandiana,0.9,0,0,0,0
Hyophorbe_amaricaulis,3.8,0,0,0,0
Hyophorbe_indica,2.3,0,0,0,0
Hyophorbe_lagenicaulis,3.15,0,0,0,0
Hyophorbe_vaughanii,4,0,0,0,1
Hyophorbe_verschaffeltii,2,0,0,0,0
Hyospathe_elegans,1.15,0,0,0,0
Hyospathe_frontinensis,0.9,0,0,0,0
Hyospathe_macrorhachis,0.93,0,0,0,0
Hyospathe_peruviana,0.875,0,0,0,0
Hyospathe_wendlandiana,1.125,0,0,0,0
Hyphaene_compressa,8.5,1,1,0,1
Hyphaene_coriacea,4.5,1,1,0,1
Hyphaene_dichotoma,7,1,1,0,1
Hyphaene_guineensis,5.75,1,1,0,1
Hyphaene_macrosperma,7,1,1,0,1
Hyphaene_petersiana,6.5,1,1,0,1
Hyphaene_reptans,5,1,1,0,1
Hyphaene_thebaica,6,1,1,0,1
Iguanura_ambigua,0.85,0,0,0,0
Iguanura_asli,0.6,0,0,0,0
Iguanura_belumensis,NA,0,0,0,NA
Iguanura_bicornis,2,0,0,0,0
Iguanura_borneensis,1,0,0,0,0
Iguanura_cemurung,NA,0,0,0,NA
Iguanura_chaiana,NA,0,0,0,NA
Iguanura_corniculata,NA,0,0,0,NA
Iguanura_curvata,1.5,0,0,0,0
Iguanura_diffusa,NA,0,0,0,NA
Iguanura_divergens,NA,0,0,0,NA
Iguanura_elegans,0.85,0,0,0,0
Iguanura_geonomiformis,2,0,0,0,0
Iguanura_humilis,1,0,0,0,0
Iguanura_kelantanensis,NA,0,0,0,NA
Iguanura_leucocarpa,NA,0,0,0,NA
Iguanura_macrostachya,1.05,0,0,0,0
Iguanura_melinauensis,1,0,0,0,0
Iguanura_minor,0.85,0,0,0,0
Iguanura_mirabilis,NA,0,0,0,NA
Iguanura_myochodoides,1.5,0,0,0,0
Iguanura_palmuncula,1.15,0,0,0,0
Iguanura_parvula,NA,0,0,0,NA
Iguanura_perdana,NA,0,0,0,NA
Iguanura_piahensis,0.6,0,0,0,0
Iguanura_polymorpha,2,0,0,0,0
Iguanura_prolifera,0.7,0,0,0,0
Iguanura_remotiflora,NA,0,0,0,NA
Iguanura_sanderiana,1.3,0,0,0,0
Iguanura_speciosa,2,0,0,0,0
Iguanura_tenuis,1.15,0,0,0,0
Iguanura_thalangensis,1.5,0,0,0,0
Iguanura_wallichiana,2.4,0,0,0,0
Iriartea_deltoidea,2.35,0,0,0,0
Iriartella_setigera,1.55,0,0,0,0
Iriartella_stenocarpa,1.2,0,0,0,0
Itaya_amicorum,2.25,0,0,0,0
Johannesteijsmannia_altifrons,5,1,1,0,1
Johannesteijsmannia_lanceolata,3.4,1,1,0,0
Johannesteijsmannia_magnifica,3.9,1,1,0,0
Johannesteijsmannia_perakensis,NA,1,1,0,NA
Juania_australis,1.65,0,0,0,0
Jubaea_chilensis,3.75,0,0,0,0
Jubaeopsis_caffra,3,0,0,0,0
Kentiopsis_magnifica,2.2,0,0,0,0
Kentiopsis_oliviformis,1.7,0,0,0,0
Kentiopsis_piersoniorum,2,0,0,0,0
Kentiopsis_pyriformis,1.7,0,0,0,0
Kerriodoxa_elegans,4,0,0,0,1
Korthalsia_angustifolia,0.9,1,1,1,0
Korthalsia_bejaudii,1,1,1,0,0
Korthalsia_brassii,NA,1,1,NA,NA
Korthalsia_celebica,1.75,1,1,1,0
Korthalsia_cheb,1.5,1,1,1,0
Korthalsia_concolor,2,1,1,1,0
Korthalsia_debilis,0.9,1,1,0,0
Korthalsia_echinometra,2.5,1,1,1,0
Korthalsia_ferox,2,1,1,1,0
Korthalsia_flagellaris,1.85,1,1,0,0
Korthalsia_furcata,0.8,1,1,1,0
Korthalsia_furtadoana,2,1,1,1,0
Korthalsia_hispida,2.2,1,1,1,0
Korthalsia_jala,1.75,1,1,0,0
Korthalsia_junghuhnii,NA,1,1,NA,NA
Korthalsia_laciniosa,2.25,1,1,0,0
Korthalsia_lanceolata,NA,1,1,1,NA
Korthalsia_merrillii,1.3,1,1,1,0
Korthalsia_paucijuga,1,1,1,1,0
Korthalsia_rigida,1,1,1,1,0
Korthalsia_robusta,3.75,1,1,1,0
Korthalsia_rogersii,2,1,1,0,0
Korthalsia_rostrata,2,1,1,1,0
Korthalsia_scaphigeroides,NA,1,1,1,NA
Korthalsia_scortechinii,2,1,1,0,0
Korthalsia_tenuissima,1,1,1,1,0
Korthalsia_zippelii,1,1,1,0,0
Laccospadix_australasicus,1.35,0,0,0,0
Laccosperma_acutiflorum,1.9,1,1,0,0
Laccosperma_korupense,NA,1,1,0,NA
Laccosperma_laeve,1.4,1,1,0,0
Laccosperma_opacum,1.5,1,1,0,0
Laccosperma_robustum,1.35,1,1,0,0
Laccosperma_secundiflorum,2,1,1,0,0
Lanonia_acaulis,NA,1,1,0,NA
Lanonia_calciphila,1,1,1,0,0
Lanonia_centralis,0.7,1,1,0,0
Lanonia_dasyantha,1.125,1,1,0,0
Lanonia_gracilis,0.85,1,1,0,0
Lanonia_hainanensis,0.8,1,1,0,0
Lanonia_hexasepala,0.65,1,1,0,0
Lanonia_magalonii,0.85,1,1,0,0
Latania_loddigesii,7,1,1,0,1
Latania_lontaroides,4.5,1,1,0,1
Latania_verschaffeltii,4.25,0,NA,0,1
Lemurophoenix_halleuxii,5,0,0,0,1
Leopoldinia_piassaba,3.798333334,0,0,0,0
Leopoldinia_pulchra,2.84,0,0,0,0
Lepidocaryum_tenue,2.25,0,0,0,0
Lepidorrhachis_mooreana,1.2,0,0,0,0
Leucothrinax_morrisii,0.7,0,0,0,0
Licuala_acuminata,NA,0,0,0,NA
Licuala_acutifida,0.65,1,1,0,0
Licuala_adscendens,1,1,1,0,0
Licuala_ahlidurii,2,1,1,0,0
Licuala_angustiloba,NA,0,NA,0,NA
Licuala_anomala,NA,0,NA,0,NA
Licuala_aruensis,NA,0,NA,0,NA
Licuala_atrovirens,NA,1,1,0,NA
Licuala_atroviridis,NA,0,0,0,NA
Licuala_averyanovii,1,0,NA,0,0
Licuala_bachmaensis,1,1,1,0,0
Licuala_bacularia,1,0,NA,0,0
Licuala_bayana,2.5,1,1,0,0
Licuala_beccariana,2.15,1,1,0,0
Licuala_bellatula,1.1,0,0,0,0
Licuala_bidentata,1.2,1,1,0,0
Licuala_bidoupensis,1,0,0,0,0
Licuala_bifida,0.85,0,NA,0,0
Licuala_bintulensis,1,1,1,0,0
Licuala_bissula,NA,0,NA,0,NA
Licuala_borneensis,0.8,1,1,0,0
Licuala_bracteata,0.8,1,1,0,0
Licuala_brevicalyx,0.75,0,NA,0,0
Licuala_bruneiana,1.5,0,1,0,0
Licuala_burretii,0.6,1,1,0,0
Licuala_cabalionii,1,0,NA,0,0
Licuala_cameronensis,0.8,1,1,0,0
Licuala_campestris,1,1,1,0,0
Licuala_cattienensis,0.8,0,0,0,0
Licuala_celebica,0.9,1,1,0,0
Licuala_chaiana,1.2,1,1,0,0
Licuala_collina,1.75,1,1,0,0
Licuala_concinna,0.45,0,NA,0,0
Licuala_cordata,1,1,1,0,0
Licuala_corneri,0.8,1,1,0,0
Licuala_crassiflora,4,1,1,0,1
Licuala_dakrongensis,1.1,0,1,0,0
Licuala_debilis,NA,0,NA,0,NA
Licuala_densiflora,1.45,0,1,0,0
Licuala_distans,1.6,1,1,0,0
Licuala_egregia,NA,0,NA,0,NA
Licuala_elegans,NA,0,NA,0,NA
Licuala_ellipsoidalis,1.5,0,NA,0,0
Licuala_elliptica,1,0,0,0,0
Licuala_exigua,NA,1,1,0,NA
Licuala_ferruginea,1.6,1,1,0,0
Licuala_ferruginoides,1,1,1,0,0
Licuala_flammula,1,0,1,0,0
Licuala_flavida,NA,0,NA,0,NA
Licuala_flexuosa,1,1,1,0,0
Licuala_fordiana,0.8,0,0,0,0
Licuala_fractiflexa,1.15,1,1,0,0
Licuala_gjellerupii,NA,0,NA,0,NA
Licuala_glaberrima,NA,0,0,0,NA
Licuala_glabra,1.25,1,1,0,0
Licuala_graminifolia,0.9,0,0,0,0
Licuala_grandiflora,1.9,1,1,0,0
Licuala_grandis,1.5,1,1,0,0
Licuala_hallieriana,NA,0,0,0,NA
Licuala_insignis,2.65,1,1,0,0
Licuala_intermedia,0.7,1,1,0,0
